Entry	Entry Name	Gene	Gene Names	Protein names	Reviewed	Ribosomal	RP Gene	RP Nomenclature	RP Subunit	Evidence	N studies	N datasets	Studies	Cell lines	Systems	Datasets	Accessions	Source labels	Caveats	Notes
P27824	CALX_HUMAN	CANX	CANX	Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P27824	P27824 | Calnexin		
P28066	PSA5_HUMAN	PSMA5	PSMA5	Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome subunit alpha-5) (Proteasome zeta chain)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P28066	Proteasome subunit A5 | PSMA5		
P28070	PSB4_HUMAN	PSMB4	PSMB4 PROS26	Proteasome subunit beta type-4 (26 kDa prosomal protein) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (Proteasome subunit beta-7)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P28070	Proteasome subunit B4 | PSMB4		
P28072	PSB6_HUMAN	PSMB6	PSMB6 LMPY Y	Proteasome subunit beta type-6 (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y) (Proteasome subunit beta-1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P28072	P28072 | Proteasome subunit beta type-6		
P28074	PSB5_HUMAN	PSMB5	PSMB5 LMPX MB1 X	Proteasome subunit beta type-5 (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X) (Proteasome subunit beta-5)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P28074	Proteasome subunit B5 | PSMB5		
P28838	AMPL_HUMAN	LAP3	LAP3 LAPEP PEPS	Cytosol aminopeptidase (Cysteinylglycine-S-conjugate dipeptidase) (Leucine aminopeptidase 3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (Prolyl aminopeptidase)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P28838	P28838 | Isoform 2 of Cytosol aminopeptidase		
P29144	TPP2_HUMAN	TPP2	TPP2	Tripeptidyl-peptidase 2 (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q5VZU9	Q5VZU9 | Tripeptidyl-peptidase 2		
P29375	KDM5A_HUMAN	KDM5A	KDM5A JARID1A RBBP2 RBP2	Lysine-specific demethylase 5A (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P29375	P29375 | Lysine-specific demethylase 5A		
P29966	MARCS_HUMAN	MARCKS	MARCKS MACS PRKCSL	Myristoylated alanine-rich C-kinase substrate (Protein kinase C substrate, 80 kDa protein, light chain)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P29966	MARCS_HUMAN | Myristoylated alanine-rich C- kinase substrate		
P30040	ERP29_HUMAN	ERP29	ERP29 C12orf8 ERP28	Endoplasmic reticulum resident protein 29 (Endoplasmic reticulum resident protein 28) (Endoplasmic reticulum resident protein 31)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P30040	ERP29_HUMAN | Endoplasmic reticulum resident protein 29		
P30044	PRDX5_HUMAN	PRDX5	PRDX5 ACR1	Peroxiredoxin-5, mitochondrial (Alu corepressor 1) (Antioxidant enzyme B166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P30044	Peroxiredoxin-5 | PRDX5		
P30046	DOPD_HUMAN	DDT	DDT	D-dopachrome decarboxylase (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P30046	P30046 | D-dopachrome decarboxylase		
P30048	PRDX3_HUMAN	PRDX3	PRDX3 AOP1	Thioredoxin-dependent peroxide reductase, mitochondrial (Antioxidant protein 1) (HBC189) (Peroxiredoxin III) (Peroxiredoxin-3) (Protein MER5 homolog) (Thioredoxin-dependent peroxiredoxin 3)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P30048	PRDX3_HUMAN | Thioredoxin-dependent peroxide reductase, mitochondrial		
P30086	PEBP1_HUMAN	PEBP1	PEBP1 PBP PEBP	Phosphatidylethanolamine-binding protein 1 (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P30086	PEBP1_HUMAN | Phosphatidylethanolamine- binding protein 1		
P30876	RPB2_HUMAN	POLR2B	POLR2B	DNA-directed RNA polymerase II subunit RPB2 (3'-5' exoribonuclease) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (RNA-directed RNA polymerase II subunit RPB2)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	C9J2Y9	C9J2Y9 | DNA-directed RNA polymerase subunit beta		
P31153	METK2_HUMAN	MAT2A	MAT2A AMS2 MATA2	S-adenosylmethionine synthase isoform type-2 (Methionine adenosyltransferase 2) (Methionine adenosyltransferase II)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P31153	S-Adenosylmethionine synthase isoform type-2 | MAT2A		
P31939	PUR9_HUMAN	ATIC	ATIC PURH	Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	P31939	ATIC	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
P31943	HNRH1_HUMAN	HNRNPH1	HNRNPH1 HNRPH HNRPH1	Heterogeneous nuclear ribonucleoprotein H	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P31943	P31943 | Heterogeneous nuclear ribonucleoprotein H		
P31947	1433S_HUMAN	SFN	SFN HME1	14-3-3 protein sigma (Epithelial cell marker protein 1) (Stratifin)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	P31947	P31947 | 14-3-3 protein sigma		
P31949	S10AB_HUMAN	S100A11	S100A11 MLN70 S100C	Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (Protein S100-C) (S100 calcium-binding protein A11)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P31949	S10AB_HUMAN | Protein S100-A11		
P32119	PRDX2_HUMAN	PRDX2	PRDX2 NKEFB TDPX1	Peroxiredoxin-2 (Natural killer cell-enhancing factor B) (PRP) (Thiol-specific antioxidant protein) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P32119	P32119 | Peroxiredoxin-2		
P33076	C2TA_HUMAN	CIITA	CIITA MHC2TA	MHC class II transactivator	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	P33076	CIITA | MHC class II transactivator	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
P33240	CSTF2_HUMAN	CSTF2	CSTF2	Cleavage stimulation factor subunit 2 (CF-1 64 kDa subunit) (Cleavage stimulation factor 64 kDa subunit)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P33240	P33240 | Cleavage stimulation factor subunit 2		
P33778	H2B1B_HUMAN	H2BC3	H2BC3 H2BFF HIST1H2BB	Histone H2B type 1-B (H2B-clustered histone 3) (Histone H2B.1) (Histone H2B.f)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P33778	P33778 | Histone H2B type 1-B		
P33897	ABCD1_HUMAN	ABCD1	ABCD1 ALD	ATP-binding cassette sub-family D member 1 (Adrenoleukodystrophy protein)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	P33897	P33897 | ATP-binding cassette sub-family D member 1		
P33991	MCM4_HUMAN	MCM4	MCM4 CDC21	DNA replication licensing factor MCM4 (CDC21 homolog) (P1-CDC21)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	P33991	P33991 | DNA replication licensing factor MCM4		
P34931	HS71L_HUMAN	HSPA1L	HSPA1L	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1-Hom) (Heat shock protein family A member 1L)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	P34931	HSPA1L | Heat shock protein family A member like	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
P35221	CTNA1_HUMAN	CTNNA1	CTNNA1	Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P35221	CTNA1_HUMAN | Catenin alpha-1		
P35232	PHB1_HUMAN	PHB1	PHB1 PHB	Prohibitin 1	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P35232	P35232 | Prohibitin		
P35244	RFA3_HUMAN	RPA3	RPA3 REPA3 RPA14	Replication protein A 14 kDa subunit (Replication factor A protein 3)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P35244	P35244 | Replication protein A 14 kDa subunit		
P35658	NU214_HUMAN	NUP214	NUP214 CAIN CAN KIAA0023	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P35658	P35658 | Isoform 3 of Nuclear pore complex protein Nup214		
P35754	GLRX1_HUMAN	GLRX	GLRX GRX	Glutaredoxin-1 (Thioltransferase-1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P35754	P35754 | Glutaredoxin-1		
P35908	K22E_HUMAN	KRT2	KRT2 KRT2A KRT2E	Keratin, type II cytoskeletal 2 epidermal (Cytokeratin-2e) (Epithelial keratin-2e) (Keratin-2 epidermis) (Keratin-2e) (Type-II keratin Kb2)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P35908	P35908 | Keratin, type II cytoskeletal 2 epidermal		
P36957	ODO2_HUMAN	DLST	DLST DLTS	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (2-oxoglutarate dehydrogenase complex component E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P36957	ODO2_HUMAN | Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate		
P36969	GPX4_HUMAN	GPX4	GPX4	Phospholipid hydroperoxide glutathione peroxidase GPX4 (Glutathione peroxidase 4)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	K7EJ20	K7EJ20 | Glutathione peroxidase		
P38159	RBMX_HUMAN	RBMX	RBMX HNRPG RBMXP1	RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P38159	P38159 | RNA-binding motif protein, X chromosome		
P39687	AN32A_HUMAN	ANP32A	ANP32A C15orf1 LANP MAPM PHAP1	Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (Leucine-rich acidic nuclear protein) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P39687	Acidic leucine-rich nuclear phosphoprotein 32 | ANP32A		
P40227	TCPZ_HUMAN	CCT6A	CCT6A CCT6 CCTZ	T-complex protein 1 subunit zeta (Acute morphine dependence-related protein 2) (CCT-zeta-1) (Chaperonin containing T-complex polypeptide 1 subunit 6A) (HTR3) (Tcp20)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P40227	T-complex protein 1 subunit zeta | CCT6A		
P40261	NNMT_HUMAN	NNMT	NNMT	Nicotinamide N-methyltransferase	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P40261	Nicotinamide N-methyltransferase | NNMT		
P41250	GARS_HUMAN	GARS1	GARS1 GARS	Glycine--tRNA ligase (Diadenosine tetraphosphate synthetase) (Glycyl-tRNA synthetase) (Glycyl-tRNA synthetase 1)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P41250	Glycine-tRNA ligase | GARS		
P41252	SYIC_HUMAN	IARS1	IARS1 IARS	Isoleucine--tRNA ligase, cytoplasmic (Isoleucyl-tRNA synthetase)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P41252	Isoleucine-tRNA ligase, cytoplasmic | IARS		
P41440	S19A1_HUMAN	SLC19A1	SLC19A1 FLOT1 RFC1	Reduced folate transporter (Cyclic dinucleotide:anion antiporter SLC19A1) (Folate:anion antiporter SLC19A1) (Intestinal folate carrier 1) (Placental folate transporter) (Reduced folate carrier protein) (Reduced folate transporter 1) (Solute carrier family 19 member 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P41440	P41440 | Reduced folate transporter		
P42166	LAP2A_HUMAN	TMPO	TMPO LAP2	Lamina-associated polypeptide 2, isoform alpha (Thymopoietin isoform alpha) (Thymopoietin-related peptide isoform alpha)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P42166	LAP2A_HUMAN | Lamina-associated polypeptide 2, isoforms beta/gamma		
P42680	TEC_HUMAN	TEC	TEC PSCTK4	Tyrosine-protein kinase Tec	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P42680	P42680 | Tyrosine-protein kinase Tec		
P42696	RBM34_HUMAN	RBM34	RBM34 KIAA0117	RNA-binding protein 34 (RNA-binding motif protein 34)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	A2A2V2	A2A2V2 | RNA-binding protein 34 (Fragment)		
P42704	LPPRC_HUMAN	LRPPRC	LRPPRC LRP130	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (GP130)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P42704	LPPRC_HUMAN | Leucine-rich PPR motif- containing protein, mitochondrial		
P43243	MATR3_HUMAN	MATR3	MATR3 KIAA0723	Matrin-3	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	A8MXP9	A8MXP9 | Matrin-3		
P43304	GPDM_HUMAN	GPD2	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial (mitochondrial glycerophosphate dehydrogenase gene) (mtGPD)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	P43304	GPD2 | Glycerol-3-phosphate dehydrogenase, mitochondrial	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
P43490	NAMPT_HUMAN	NAMPT	NAMPT PBEF PBEF1	Nicotinamide phosphoribosyltransferase (Pre-B-cell colony-enhancing factor 1) (Visfatin)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P43490	Nicotinamide phosphoribosyltransferase | NAMPT		
P45880	VDAC2_HUMAN	VDAC2	VDAC2	Non-selective voltage-gated ion channel VDAC2 (Outer mitochondrial membrane protein porin 2)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P45880	VDAC2_HUMAN | Voltage-dependent anion- selective channel protein 2		
P46013	KI67_HUMAN	MKI67	MKI67	Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P46013	KI67_HUMAN | Proliferation marker protein Ki- 67		
P46060	RAGP1_HUMAN	RANGAP1	RANGAP1 KIAA1835 SD	Ran GTPase-activating protein 1	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P46060	P46060 | Ran GTPase-activating protein 1		
P46100	ATRX_HUMAN	ATRX	ATRX RAD54L XH2	Chromatin remodeler ATRX (Transcriptional regulator ATRX) (X-linked helicase II) (X-linked nuclear protein) (Znf-HX)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P46100	P46100 | Transcriptional regulator ATRX		
P46736	BRCC3_HUMAN	BRCC3	BRCC3 BRCC36 C6.1A CXorf53	Lys-63-specific deubiquitinase BRCC36 (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P46736	P46736 | Isoform 3 of Lys-63-specific deubiquitinase BRCC36		
P46821	MAP1B_HUMAN	MAP1B	MAP1B	Microtubule-associated protein 1B	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P46821	MAP1B_HUMAN | Microtubule-associated protein 1B		
P46934	NEDD4_HUMAN	NEDD4	NEDD4 KIAA0093 NEDD4-1 RPF1	E3 ubiquitin-protein ligase NEDD4 (Cell proliferation-inducing gene 53 protein) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	P46934	P46934 | Isoform 4 of E3 ubiquitin-protein ligase NEDD4		
P46939	UTRN_HUMAN	UTRN	UTRN DMDL DRP1	Utrophin (Dystrophin-related protein 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P46939	P46939 | Utrophin		
P47756	CAPZB_HUMAN	CAPZB	CAPZB	F-actin-capping protein subunit beta (CapZ beta)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P47756	CAPZB_HUMAN | Capping protein (Actin filament) muscle Z-line, beta, isoform CRA_a		
P47897	SYQ_HUMAN	QARS1	QARS1 QARS	Glutamine--tRNA ligase (Glutaminyl-tRNA synthetase)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P47897	Glutamine--tRNA synthetase | QARS		
P48067	SC6A9_HUMAN	SLC6A9	SLC6A9	Sodium- and chloride-dependent glycine transporter 1 (Solute carrier family 6 member 9)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	P48067	SLC6A9 | Fanconi Anemia Core Complex Associated Protein 20	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
P48382	RFX5_HUMAN	RFX5	RFX5	DNA-binding protein RFX5 (Regulatory factor X 5)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	F8W689	F8W689 | DNA-binding protein RFX5 (Fragment)		
P48634	PRC2A_HUMAN	PRRC2A	PRRC2A BAT2 G2	Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	P48634	P48634 | Protein PRRC2A		
P48735	IDHP_HUMAN	IDH2	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	P48735	IDH2	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
P49006	MRP_HUMAN	MARCKSL1	MARCKSL1 MLP MRP	MARCKS-related protein (MARCKS-like protein 1) (Macrophage myristoylated alanine-rich C kinase substrate)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P49006	MRP_HUMAN | MARCKS-related protein		
P49257	LMAN1_HUMAN	LMAN1	LMAN1 ERGIC53 F5F8D	Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Gp58) (Intracellular mannose-specific lectin MR60) (Lectin mannose-binding 1)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P49257	LMAN1_HUMAN | Protein ERGIC-53		
P49321	NASP_HUMAN	NASP	NASP	Nuclear autoantigenic sperm protein	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	P49321	NASP | Nuclear autoantigenic sperm protein	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
P49368	TCPG_HUMAN	CCT3	CCT3 CCTG TRIC5	T-complex protein 1 subunit gamma (CCT-gamma) (Chaperonin containing T-complex polypeptide 1 subunit 3) (hTRiC5)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P49368	T-complex protein 1 subunit gamma | TPCG		
P49427	UB2R1_HUMAN	CDC34	CDC34 UBCH3 UBE2R1	Ubiquitin-conjugating enzyme E2 R1 ((E3-independent) E2 ubiquitin-conjugating enzyme R1) (E2 ubiquitin-conjugating enzyme R1) (Ubiquitin-conjugating enzyme E2-32 kDa complementing) (Ubiquitin-conjugating enzyme E2-CDC34) (Ubiquitin-protein ligase R1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P49427	P49427 | Ubiquitin-conjugating enzyme E2 R1		
P49591	SYSC_HUMAN	SARS1	SARS1 SARS SERS	Serine--tRNA ligase, cytoplasmic (Seryl-tRNA synthetase) (Seryl-tRNA(Ser/Sec) synthetase)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P49591	Serine-tRNA ligase, cytoplasmic | SARS		
P49675	STAR_HUMAN	STAR	STAR STARD1	Steroidogenic acute regulatory protein, mitochondrial (START domain-containing protein 1)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	P49675	STAR | Steroidogenic acute regulatory protein, mitochondrial	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
P49720	PSB3_HUMAN	PSMB3	PSMB3	Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome subunit beta-3) (Proteasome theta chain)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P49720	Proteasome subunit B3 | PSMB3		
P49721	PSB2_HUMAN	PSMB2	PSMB2	Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I) (Proteasome subunit beta-4)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	P49721	Proteasome subunit B2 | PSMB2		
P49755	TMEDA_HUMAN	TMED10	TMED10 TMP21	Transmembrane emp24 domain-containing protein 10 (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	P49755	TMEDA_HUMAN | Transmembrane emp24 domain-containing protein 10		
P49790	NU153_HUMAN	NUP153	NUP153	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	P49790	P49790 | Nuclear pore complex protein Nup153		
